服务	服务	null	null	东	1	3
增加	功能	功能	null	加	1	2
丰富	null	成像	null	细节	1	1
最坏	选	null	null	选择	-1	2
探索	null	null	null	null	1	1
值得	相机	感	null	相机	1	1
心疼	null	null	null	很	-1	1
不错	拍	像	null	效果	1	1
小心	小	电	null	电脑	1	1
竟然	null	null	null	null	-1	1
得心应手	null	null	null	手	1	1
喜欢	了	null	null	后	1	3
喜欢	过	null	null	null	1	2
问题	点	问题	null	点	-1	1
好多	了	2	null	买	1	1
不好	点	点	null	点	-1	3
失望	头	null	null	佳	-1	1
逼真	相机	屏	null	相机	1	1
合适	话	null	null	合适	1	2
缺陷	盖	null	null	null	-1	2
关键	null	null	null	关	1	1
清晰	图片	清晰	null	清	1	6
灰色	null	null	null	买	-1	3
竞争	力	null	null	价格	-1	1
绚烂	null	null	null	效果	1	1
漂亮	null	null	null	颜色	1	40
细心	包	null	null	包	1	2
一如既往	null	null	null	画面	1	2
方便	时	null	时	时候	1	8
清晰	高	高	null	高	1	4
轻便	小	小	null	小	1	4
鲜艳	null	null	null	颜色	1	2
长辈	null	null	null	长	1	1
鲜艳	色彩	色彩	null	色彩	1	1
忽略	了	null	null	索尼	-1	2
方便	null	null	null	的	1	7
不明	null	null	null	null	-1	1
到位	null	null	null	null	1	1
便宜	时	null	时	便宜	1	7
赠品	null	null	null	配	1	3
好不	下	下	下	下	-1	1
满意	拍	拍照	null	效果	1	3
灰色	null	null	null	灰	-1	1
方便	使用	null	null	使用	1	35
提升	素	像	null	像素	1	2
外行	行	null	null	行	-1	1
注意	点	点	时	使用	1	1
风格	大	大	null	大	1	3
仔细	null	null	null	null	1	3
漂亮	感	感	null	手	1	1
傻瓜	机	null	null	机	-1	3
地震	月	null	null	贵	-1	2
便捷	便捷	null	null	便捷	1	1
解决	了	null	null	null	1	1
耐用	电	电	太	用	1	1
赶上	null	null	null	价	1	2
流畅	焦	变焦	null	焦	1	2
确实	屏	边	null	屏	1	1
值得	品牌	null	null	品牌	1	1
放任	点	点	null	物体	-1	2
银色	镜头	null	null	镜头	1	2
不错	高	高	噪点	下	1	4
清洁	套装	null	null	清	1	2
够了	了	null	null	很	-1	3
新颖	null	null	null	样式	1	1
怎么样	拍	null	null	效果	-1	3
快捷	操作	快	null	快	1	2
不错	高	高	null	高	1	3
不好	null	null	null	气	-1	1
后悔	了	null	null	买	-1	5
回眸	拍	null	null	拍	-1	1
耐看	大	屏	null	大	1	2
当然	色彩	色彩	null	反	1	1
人性	按键	null	null	人性	1	2
轻巧	巧	中	null	中	1	1
高贵	高	高	null	贵	1	4
有意	null	null	null	有意思	1	3
过早	相机	像	null	相机	-1	2
不好	按键	感	null	手	-1	2
可靠	产品	低	时	低	1	3
不错	null	不错	null	总体	1	9
便宜	了	null	null	买	1	3
便于	小	小	null	携	1	1
发明	相机	null	null	相机	1	1
耐用	null	null	null	用	1	1
得时	时	null	时	时间	1	1
实用	简单	null	null	用	1	2
正常	说	null	null	说	1	4
不错	产品	不错	null	佳	1	3
红色	时	null	时	时候	1	1
推荐	强	强	null	强	1	5
狠狠	拍	下	时	下	1	3
满意	外	null	null	外型	1	2
有意	照片	null	null	照片	1	3
发热	高	高	null	高	-1	1
下手	慢	下	下	下	-1	1
多数	了	null	null	数码	1	2
足够	了	2	null	用	1	2
服务	服务	null	null	很	1	1
出色	null	null	null	质	1	1
喜欢	品牌	null	null	品牌	1	2
不错	拍	拍摄	拍摄	效果	1	15
满意	事	null	null	null	1	1
便于	机	卡片机	null	携	1	1
理想	防抖	防抖	null	效果	1	3
效率	高	高	null	高	1	3
灰蒙蒙	点	点	null	电脑	-1	2
机买	机	null	时	买	-1	1
远点	点	点	null	点	-1	1
满意	null	null	null	价	1	1
好用	简单	null	null	用	1	3
刚刚	null	null	null	手	1	3
结实	点	点	null	感	1	3
有种	照片	感	null	拍	1	2
看重	点	成像	null	重	1	1
适合	相机	null	null	相机	1	3
完好	null	null	null	性能	1	2
看好	了	null	null	看	1	3
清晰	照片	拍摄	拍摄	拍	1	8
合适	张	中	null	中	1	3
方便	操作	null	null	很	1	3
简便	null	null	null	很	1	1
随手	null	null	null	手	1	2
清晰	感	清晰	null	感	1	2
合算	了	null	null	null	1	1
基本	功能	功能	null	功能	1	6
丰富	相机	功能	null	相机	1	1
搞活	了	2	null	便宜	1	2
厉害	点	点	null	点	-1	1
难	其他	null	null	后	-1	2
感叹	感	感	null	感	-1	1
轻巧	小	大	null	大	1	3
值得	相机	中	null	中	1	1
优惠	点	点	null	点	1	1
要好	null	像	null	中	1	2
郁闷	可以	啊	null	外观	-1	4
问题	机	问题	null	机	-1	1
缺点	很快	快	缺点	速度	-1	2
灰色	相机	null	null	佳	-1	2
失望	null	null	null	null	-1	6
靓丽	外	null	null	外观	1	5
气死	了	null	null	气	-1	2
优惠	了	null	null	用	1	4
舒服	按键	舒服	null	很	1	1
耐看	null	null	null	颜色	1	4
狠狠	拍	拍照	null	拍	1	1
不错	镜头	不错	null	镜头	1	4
难	null	null	null	手	-1	1
清晰	null	清晰	null	清	1	49
精细	null	null	null	精	1	1
一流	品牌	null	null	品牌	1	1
绿色	null	null	null	绿色	1	1
缺点	点	点	时	点	-1	12
漂亮	外	null	null	外表	1	4
不错	机	不错	null	错	1	15
清晰	说	清晰	null	说	1	1
满足	null	全	null	全	1	4
便宜	小	小	null	小	1	6
赠送	相机	屏	null	相机	1	2
一贯	null	null	null	佳	1	1
时尚	时尚	时尚	时	外观	1	21
清晰	屏幕	很清	null	很	1	17
考究	null	null	null	质	1	1
推荐	话	null	null	推荐	1	2
舒服	null	舒服	null	null	1	3
真正	相机	null	null	相机	1	1
支持	null	null	null	null	1	3
粗糙	液晶屏	屏	太	液晶屏	-1	2
时尚	小	时尚	时	小	1	3
不好	方式	null	null	null	-1	1
犹豫	了	null	null	买	-1	1
居然	货	下	下	下	-1	1
结实	感	感	太	感	1	1
较好	null	null	null	用	1	1
足够	null	低	null	低	1	3
口碑	机	null	null	机	1	1
轻便	小	时尚	时	小	1	2
太好	按键	null	太	null	1	2
有用	机	点	null	机身	1	1
轻便	null	null	null	轻	1	24
舒服	大	屏	null	大	1	1
漂亮	null	null	null	样式	1	1
漂亮	null	null	null	用	1	1
懒得	null	null	null	null	-1	2
好不	其他	null	null	的	-1	2
适合	null	null	null	null	1	24
考虑	null	null	null	null	1	3
漂亮	照片	null	null	外观	1	1
实惠	实惠	null	null	佳	1	1
清楚	相机	电	null	中	1	2
雅致	外	null	null	外观	1	1
放心	过	放心	null	放心	1	1
改进	功能	功能	null	功能	1	1
傻瓜	操作	null	null	操作	-1	1
服务	差	差	太	太差	1	1
值得	null	null	null	牌子	1	1
精心	选	null	null	精	1	1
清晰	高	高	时	高	1	1
适合	功能	全	null	全	1	1
血淋淋	照片	null	null	拍	-1	1
实惠	实惠	null	null	实惠	1	39
出色	拍	拍摄	拍摄	效果	1	2
信得过	货	快	null	货	1	2
缺点	模式	模式	下	下	-1	1
便宜	了	null	null	价	1	1
精致	感	感	null	感	1	1
清晰	拍	很清	下	下	1	2
不错	机	不错	null	机身	1	1
不错	相机	不错	null	相机	1	47
推荐	了	2	null	推荐	1	2
喜欢	相机	null	null	佳	1	7
不错	点	点	噪点	错	1	3
道别	null	null	null	的	1	2
人为	玩	null	null	玩	-1	2
好不	使用	null	null	使用	-1	1
适合	时	null	时	很	1	3
看上	null	边	null	看	1	2
适用	防抖	成像	null	范围	1	1
清晰	摄像	像	null	摄像	1	2
自然	点	点	null	贵	1	2
老牌	null	null	null	牌子	1	1
清晰	null	清晰	null	照	1	6
买好	了	null	null	买	-1	3
漂亮	照片	null	null	照片	1	5
可惜	了	null	null	能	-1	1
协调	大	大	null	大	1	1
看中	null	中	null	中	1	1
适合	相机	小	null	相机	1	1
喜欢	null	null	null	看	1	2
细致	按钮	null	null	null	1	1
清楚	小	很清	null	小	1	3
清楚	相	像	null	电脑	1	2
学者	照片	null	null	照片	1	1
方便	卡	设置	null	很	1	1
方便	null	null	null	null	1	29
大气	大	点	null	大	1	4
花里胡哨	功能	像	null	品牌	-1	6
按时	时	null	时	null	1	1
通病	卡	null	null	卡	-1	3
好看	null	啊	null	颜色	1	1
问题	其他	问题	null	问题	-1	1
品行	货	null	null	行	1	9
小心	小	小	null	小	1	2
鲜艳	图片	图	null	颜色	1	1
实用	功能	功能	null	功能	1	4
喜欢	卡	null	null	存储	1	1
陷阱	null	null	太	null	-1	2
超过	过	null	null	能	-1	3
时尚	时尚	时尚	时	时尚	1	38
麻烦	呢	麻烦	null	呢	-1	1
自由	null	快	null	快	1	1
好用	null	null	null	很	1	24
齐全	功能	全	null	全	1	24
价廉物美	null	null	null	价	1	5
优点	点	点	时	哦	1	3
大方	外形	大	null	大	1	1
好用	东西	null	null	实惠	1	2
标准	null	null	null	标准	1	1
欣赏	慢	null	null	使用	1	2
难	按键	边	null	的	-1	1
优点	点	点	优点	后	1	1
丰富	null	null	null	null	1	1
中看	相机	像	null	中	1	1
物有所值	吧	null	null	吧	1	1
居然	卡	null	null	卡	-1	1
不错	屏幕	屏	null	错	1	1
顺畅	过	null	null	夜景	1	1
完美	相机	点	null	相机	1	3
优良	null	null	null	做工	1	6
不错	其他	不错	null	错	1	6
赠品	东西	null	null	价	1	2
不错	了	不错	null	错	1	16
注意	null	null	null	买	1	2
有趣	功能	功能	null	功能	1	1
美观	null	null	null	null	1	10
小巧	机	机器	null	小	1	1
好看	机	机器	null	机器	1	1
信任	产品	null	null	佳	1	1
考虑	使用	下	下	使用	1	1
人民	4	null	null	null	1	2
瑕疵	小	小	null	瑕疵	-1	1
支持	视频	2	null	视频	1	1
足够	相	null	null	相	1	1
时尚	机	时尚	时	时尚	1	3
当然	null	2	null	档次	1	1
好用	下	下	下	下	1	1
进步	功能	功能	null	功能	1	1
清晰	照片	很清	null	拍	1	5
生产	卡	null	null	存储	1	1
好用	东西	null	null	很	1	2
耗尽	张	null	null	张	-1	1
保护	镜头	点	null	镜头	1	2
拒绝	货	null	null	货	-1	2
灵敏	null	null	null	很	1	2
提升	高	高	拍摄	高	1	2
细腻	大	屏	null	大	1	2
好看	null	null	null	颜色	1	21
足够	了	null	null	用	1	18
模糊	照片	模糊	时	拍	-1	3
方便	操作	null	null	操作	1	12
看好	品牌	null	null	品牌	1	1
道理	机	机子	null	佳	1	1
适合	null	null	null	很	1	5
熟悉	按键	null	null	很	1	1
优势	大	像	太	大	1	2
细细	很多	null	null	很多	1	1
不习惯	开	不习惯	null	null	-1	1
差异	差	差	null	价格	-1	1
对劲	机	啊	null	用	1	2
柔软	null	null	null	的	1	6
喜欢	了	null	null	null	1	1
推荐	大	大	null	大	1	1
强大	模式	模式	模式	大	1	2
清晰	图像	像	null	清	1	18
银色	相机	电	null	相机	1	2
重点	点	点	null	重	1	1
特效	了	null	null	D	1	3
出彩	点	点	null	点	1	1
漂亮	小	小	null	小	1	10
支持	后	null	null	后	1	1
漂亮	很正	null	null	颜色	1	1
清晰	很高	高	null	高	1	4
快速	焦	对焦	null	焦	1	1
丰富	功能	功能	null	功能	1	6
亮丽	null	null	null	亮丽	1	4
合理	null	null	null	价格	1	9
不懂	说	null	null	说	-1	2
不错	包	不错	null	错	1	1
方便	短片	null	null	很	1	1
当然	null	null	null	价格	1	4
一贯	产品	null	null	佳	1	1
刚刚	使用	null	null	使用	1	1
随便	张	null	null	拍	-1	1
便宜	null	配置	null	配	1	1
完了	了	下	下	下	-1	1
清晰	素	像	null	像素	1	2
不错	金属	不错	null	错	1	1
缺点	点	点	缺点	说	-1	1
不好	灯	null	null	控制	-1	2
装相	相机	null	null	相机	-1	1
伤	null	null	null	价格	-1	1
凤凰	null	null	null	古	1	1
改进	吧	null	null	外观	1	7
不错	拍	不错	null	效果	1	8
不错	拍	拍摄	时	效果	1	2
别致	小	小	null	小	1	1
问题	时	问题	时	问题	-1	7
正确	选	null	null	选择	1	2
省心	null	null	null	佳	1	1
保证	null	null	null	null	1	1
迟钝	快门	快	null	反	-1	4
值得	null	null	null	买	1	20
似乎	功能	功能	null	功能	-1	3
物有所值	null	null	null	null	1	7
清晰	屏幕	屏	null	感	1	1
问题	屏幕	屏	null	屏	-1	1
足够	功能	功能	null	功能	1	2
缩小	镜头	小	时	镜头	-1	1
保护	膜	null	null	配	1	4
淘汰	机	快	null	快	1	1
实用	功能	高	拍摄	高	1	1
讨厌	null	null	null	很	-1	3
关键	高	高	拍摄	高	1	1
到位	null	null	null	做工	1	1
周到	服务	null	null	很	1	2
毫不	选	null	null	选择	1	1
不错	照片	不错	null	电脑	1	2
对付	玩	null	null	玩	-1	1
好用	点	点	null	用	1	5
伤	null	null	null	价	-1	2
怎么样	品牌	中	null	中	-1	2
轻便	很轻	null	null	轻	1	1
相当	相	null	null	相	1	5
漂亮	null	null	null	样子	1	6
清楚	电	电	null	电脑	1	3
不错	拍	拍照	null	效果	1	18
清晰	拍	清晰	null	拍	1	24
学者	null	null	null	学者	1	2
适应	卡	null	null	用	1	1
歧视	过	null	null	颜色	-1	1
喜欢	色彩	色彩	null	很	1	2
噪音	大	变焦	时	大	-1	1
道理	很多	点	null	很多	1	1
庆幸	蛋	null	null	很	1	6
傻瓜	机	机子	null	用	-1	1
遗憾	卡	null	null	卡	-1	1
灰色	相机	null	null	相机	-1	2
帮手	行	null	null	行	1	6
大气	大	大	null	大	1	4
缺点	小	点	太	小	-1	1
优点	小	点	优点	小	1	1
简单	简单	null	null	手	-1	3
刚刚	了	null	null	用	1	1
拥有	大	变焦	null	大	1	3
满意	外形	null	null	性能	1	1
实际	拍	啊	null	效果	1	2
完整	包	null	null	包	1	5
清晰	null	很清	null	很	1	14
漂亮	感	感	null	佳	1	2
轻巧	巧	null	null	巧	1	28
银色	null	null	null	null	1	4
好多	null	自动	null	的	1	2
清晰	电	清晰	太	电脑	1	1
清楚	照片	很清	null	照片	1	4
美观	小	小	null	小	1	2
认真	小	小	null	小	1	1
够了	了	null	null	null	-1	1
不得	小	小	null	小	-1	1
爱国	null	null	null	档次	1	1
漂亮	相	null	null	相	1	1
哈哈	null	null	null	null	1	9
舒服	按键	舒服	null	的	1	1
喜欢	null	null	null	用	1	2
信任	说	null	null	佳	1	3
期待	null	中	null	中	1	2
漂亮	小	中	null	中	1	1
可靠	null	null	null	质	1	7
小巧	机	小	null	小	1	3
放心	电	放心	null	放心	1	1
轻巧	相机	成像	null	相机	1	1
不好	线	null	时	时候	-1	3
失望	null	啊	null	很	-1	1
漂亮	外形	null	null	外形	1	20
信誉	null	null	null	东	1	1
便宜	机	机器	null	机器	1	1
足够	机	机子	null	用	1	1
优惠	null	null	null	价格	1	2
心疼	null	啊	null	null	-1	2
看上	大	屏	null	大	1	2
一应俱全	机	全	null	全	1	1
桃花	拍	null	null	拍	1	1
细腻	null	null	null	null	1	2
一等	高	高	null	高	1	2
便于	携	null	null	携	1	5
学者	了	null	null	用	1	1
较好	照片	null	null	效果	1	2
兴奋	小	点	null	小	1	3
实用	简单	null	null	很	1	1
满意	相机	null	null	相机	1	10
封闭	包	全	null	全	-1	1
怎么样	拍	拍照	时	中	-1	2
粉红	null	null	null	红色	1	1
基本	卡	null	null	存储	1	1
价格优势	明显	null	null	价格	1	1
耐看	null	null	null	很	1	1
不错	相	拍摄	拍摄	效果	1	7
缺陷	功能	功能	null	功能	-1	2
实用	东西	null	null	配	1	2
好看	实物	图	null	精	1	2
作为	相机	null	null	相机	1	1
直观	按键	设置	null	null	1	2
懒得	了	null	null	null	-1	2
技术	null	null	null	技术	1	1
漂亮	null	null	null	佳	1	1
漂亮	外	null	null	很	1	3
配得上	可以	null	null	配	1	1
差劲	机	差	null	机身	-1	1
实用	功能	功能	null	很多	1	5
灵敏	null	null	null	null	1	1
好看	null	null	太	型号	1	1
玲珑	小	啊	null	小	1	1
无故	故障	null	null	使用	-1	1
满足	可以	null	null	用	1	3
继承	产品	null	null	佳	1	2
支持	null	null	null	佳	1	3
满意	null	null	null	各方面	1	1
合适	合适	null	太	合适	1	1
值得	null	null	null	价	1	3
精美	null	null	null	很	1	1
合适	小	大	null	大	1	5
好看	小	小	null	薄	1	4
仔细	null	null	null	购物	1	1
简单	简单	null	null	操作	-1	41
喜欢	机	机器	null	机器	1	1
方便	null	自动	null	很	1	2
清晰	照片	清晰	null	拍	1	7
清晰	高	成像	null	高	1	1
清晰	null	清晰	null	效果	1	4
清晰	拍	拍摄	拍摄	下	1	3
生产	相机	null	null	相机	1	1
喜欢	点	点	null	很	1	1
问题	很多	问题	null	很多	-1	1
便宜	null	null	null	买	1	3
迟钝	null	null	null	反	-1	2
喜欢	相机	null	null	相机	1	2
下手	了	下	下	下	-1	2
不错	机	像	null	摄像	1	2
遗憾	相机	差	null	相机	-1	1
足够	使用	null	null	使用	1	2
好不容易	了	null	null	后	1	1
清晰	图像	像	null	很	1	3
缺点	点	点	缺点	价	-1	1
饱满	相	null	null	很	1	7
通用	null	null	null	用	1	1
便宜	其他	null	null	颜色	1	2
喜欢	简单	null	null	操作	1	1
迟钝	快门	快	null	佳	-1	1
省心	模式	模式	模式	模式	1	2
舒适	机	感	null	机身	1	2
注意	了	null	null	买	1	2
差劲	差	差	null	差	-1	2
负责	货	null	null	货	1	1
远景	拍	拍照	null	拍	1	3
漂亮	机	机子	null	很	1	3
轻便	重	null	null	重量	1	6
大方	大	大	null	大	1	20
保证	了	null	null	质	1	1
不好	小	小	null	小	-1	1
较好	null	null	null	价格	1	1
方便	功能	功能	null	使用	1	3
较好	相机	还原	null	佳	1	2
小巧	小	小	null	小	1	232
满意	null	成像	null	效果	1	2
新手	null	null	null	手	-1	2
满意	大	大	null	行	1	1
基本	可以	null	null	null	1	2
鲜艳	null	null	null	很	1	3
不错	模式	模式	模式	模式	1	3
清晰	镜头	成像	时	镜头	1	1
顺手	使用	null	null	使用	1	3
不错	照片	清晰	null	错	1	1
主要	拍	拍摄	拍摄	拍	1	1
失望	点	点	null	佳	-1	2
伸缩	镜头	屏	null	大	1	1
简便	操作	null	null	操作	1	8
倒霉	null	null	null	null	-1	1
漂亮	null	null	null	的	1	17
炫目	外	null	null	外观	1	1
不错	拍	拍照	null	错	1	5
正规	null	null	null	null	1	1
省心	null	null	null	null	1	5
有用	可以	null	null	行	1	2
美观	外	null	null	外观	1	1
要好	机	卡片机	null	卡	1	4
后悔	后	啊	null	后	-1	3
实用	薄	null	null	薄	1	3
优点	镜头	点	优点	镜头	1	1
有序	null	图	null	看	1	3
娇小	小	小	null	小	1	2
漂亮	薄	null	null	薄	1	2
方便	摄像	像	null	摄像	1	1
服务	包	不错	null	错	1	2
顺畅	null	null	null	总体	1	7
小巧	小	高	null	高	1	1
不错	相机	像	null	高	1	1
轻便	小	清晰	null	小	1	2
期望	高	高	null	高	1	1
美好	很多	下	下	下	1	2
优惠	机	null	null	价格	1	2
适中	相机	中	null	中	1	1
不错	大	屏	null	大	1	1
不好	感	感	null	手	-1	1
好多	null	设置	null	null	1	3
实用	null	null	null	很	1	16
顺手	简单	null	null	手	1	1
好看	null	null	null	看	1	32
弄坏	了	null	null	null	-1	1
顺手	null	null	null	手	1	6
支持	null	null	null	回	1	14
好多	了	null	null	看	1	1
细腻	null	很清	null	很	1	1
功效	功能	拍摄	拍摄	大	1	4
不错	null	不错	null	效果	1	34
实用	行	null	null	行	1	1
傻瓜	相机	null	null	相机	-1	5
最高	高	高	null	高	1	1
灵活	null	null	null	null	1	2
丰富	产品	null	null	产品	1	1
娱乐	null	null	null	null	1	1
好看	null	null	null	样式	1	1
欢迎	null	null	null	null	1	1
服务	货	快	null	货	1	1
享受	null	啊	null	null	1	2
随便	相机	下	下	佳	-1	2
追踪	焦	对焦	null	焦	-1	8
笨	大	大	太	大	-1	3
足够	了	null	null	说	1	1
新型	null	null	null	型号	1	1
犹豫	了	null	null	很	-1	1
道理	null	null	null	null	1	6
发热	机	null	时	长	-1	1
地震	null	null	null	的	-1	1
艳丽	色彩	中	null	中	1	1
亮点	点	点	null	拍	1	1
灵敏	按键	null	null	null	1	3
学习	null	null	null	null	1	1
清晰	照片	很清	null	照片	1	6
漂亮	null	null	null	null	1	38
优秀	null	成像	null	效果	1	2
成熟	null	像	null	技术	1	2
直觉	CD	null	null	D	1	1
理解	null	null	null	的	1	1
不错	null	不错	null	错	1	363
方便	简单	null	null	使用	1	1
基本	拍	拍照	null	平	1	1
考虑	可以	null	null	null	1	1
偷摸	张	2	null	张	-1	2
不错	图像	像	null	错	1	3
满足	null	null	null	null	1	1
风格	了	null	null	佳	1	6
中心	null	中	null	佳	1	1
如愿以偿	蛋	null	null	null	1	3
漂亮	相机	小	null	相机	1	1
方便	差	差	null	使用	1	1
放心	东西	放心	null	放心	1	1
乖巧	巧	中	null	中	1	2
精致	按键	null	太	精	1	3
清晰	相	清晰	null	拍	1	2
小巧	机	成像	null	高	1	2
漂亮	null	null	null	看	1	1
谴责	强	强	下	下	-1	1
快捷	null	快	null	快	1	2
喜欢	拍	问题	null	拍	1	1
严重	严	2	null	感	-1	1
表面	小	小	太	小	-1	1
麻烦	了	麻烦	太	感	-1	1
确实	贵	像	null	贵	1	6
着急	货	点	时	货	-1	1
经用	电	电	null	用	1	3
不错	照片	很清	null	错	1	1
确实	小	小	太	小	1	3
满意	外壳	null	null	外壳	1	1
不错	素	像	null	像素	1	6
发掘	啦	null	null	啦	1	2
新手	说	null	null	手	-1	2
清楚	拍	null	null	处	1	1
柔和	null	成像	null	null	1	1
方便	操作	null	null	佳	1	4
精致	null	null	null	很	1	2
好看	外	null	null	外表	1	1
清晰	电	清晰	null	电脑	1	3
远景	时	像	时	很	1	1
符合	null	null	null	用	1	1
便宜	了	null	时	便宜	1	2
不错	null	啊	null	错	1	4
清晰	短片	很清	null	很	1	2
方便	小	小	null	使用	1	3
可爱	小	小	null	小	1	9
看上	null	null	null	很	1	2
银色	第二	null	null	的	1	2
优点	很多	像	时	很多	1	1
好多	了	null	null	null	1	2
微尘	CD	中	null	中	-1	1
天才	null	null	null	null	1	1
不错	说	不错	null	总体	1	2
好多	了	null	null	反	1	3
难	时	设置	时	调	-1	1
耐用	电	电	null	用	1	12
优惠	套装	null	null	优	1	2
正常	了	null	null	平	1	3
小巧	机	小	null	机身	1	9
清晰	摄像	像	null	效果	1	2
随便	null	null	null	用	-1	9
清晰	大	清晰	null	大	1	1
缺点	点	点	时	哦	-1	1218
强大	功能	全	null	大	1	3
丰富	null	null	null	很	1	1
后悔	点	点	null	买	-1	1
缺点	点	点	缺点	呵呵	-1	2
垃圾	包	null	null	加	-1	2
傻瓜	啦	null	null	啦	-1	1
清晰	防抖	清晰	null	速度	1	2
轻薄	薄	null	null	薄	-1	2
优秀	null	成像	null	优	1	1
好看	图片	图	null	颜色	1	1
理性	了	null	null	买	1	2
